,Game Number,Move Number,Player,Move,Board,Comment
264,3,72,Black,f8e7,". . . . r k . .
. . q . . b p .
. p . n . p . .
n . p . p P P .
. . P . P . . .
. . P . B . . .
Q . . N . . . K
. . . . R B . .",
265,3,73,White,h2g1,". . . . r . . .
. . q . k b p .
. p . n . p . .
n . p . p P P .
. . P . P . . .
. . P . B . . .
Q . . N . . . K
. . . . R B . .",
266,3,74,Black,e8h8,". . . . r . . .
. . q . k b p .
. p . n . p . .
n . p . p P P .
. . P . P . . .
. . P . B . . .
Q . . N . . . .
. . . . R B K .",Kasparov takes advantage of the newly opened file. With time control nearing this could have a disastrous effect on his opponent's composure. There are many White weaknesses and only a limited number of pieces to defend.
267,3,75,White,e3f2,". . . . . . . r
. . q . k b p .
. p . n . p . .
n . p . p P P .
. . P . P . . .
. . P . B . . .
Q . . N . . . .
. . . . R B K .",
268,3,76,Black,h8h5,". . . . . . . r
. . q . k b p .
. p . n . p . .
n . p . p P P .
. . P . P . . .
. . P . . . . .
Q . . N . B . .
. . . . R B K .",
269,3,77,White,d2f3,". . . . . . . .
. . q . k b p .
. p . n . p . .
n . p . p P P r
. . P . P . . .
. . P . . . . .
Q . . N . B . .
. . . . R B K .",
270,3,78,Black,c7c6,". . . . . . . .
. . q . k b p .
. p . n . p . .
n . p . p P P r
. . P . P . . .
. . P . . N . .
Q . . . . B . .
. . . . R B K .",
271,3,79,White,a2c2,". . . . . . . .
. . . . k b p .
. p q n . p . .
n . p . p P P r
. . P . P . . .
. . P . . N . .
Q . . . . B . .
. . . . R B K .",
272,3,80,Black,f7c4,". . . . . . . .
. . . . k b p .
. p q n . p . .
n . p . p P P r
. . P . P . . .
. . P . . N . .
. . Q . . B . .
. . . . R B K .","It's hard to change gears and not follow through on a plan. And, in this case, it looks pretty good for Black."
273,3,81,White,f1g2,". . . . . . . .
. . . . k . p .
. p q n . p . .
n . p . p P P r
. . b . P . . .
. . P . . N . .
. . Q . . B . .
. . . . R B K .",
274,3,82,Black,d6f7,". . . . . . . .
. . . . k . p .
. p q n . p . .
n . p . p P P r
. . b . P . . .
. . P . . N . .
. . Q . . B B .
. . . . R . K .","Going toward the king-side isn't necessary now. Kasparov is split between winning on the queen-side and bashing the exposed Kg1 (well at least it was a couple of moves ago) and this fragments his play. Sticking to winning on the queen-side, in this particular game, should be sufficient to win."
275,3,83,White,c2d1,". . . . . . . .
. . . . k n p .
. p q . . p . .
n . p . p P P r
. . b . P . . .
. . P . . N . .
. . Q . . B B .
. . . . R . K .",
276,3,84,Black,c4b3,". . . . . . . .
. . . . k n p .
. p q . . p . .
n . p . p P P r
. . b . P . . .
. . P . . N . .
. . . . . B B .
. . . Q R . K .",
277,3,85,White,f3e5,". . . . . . . .
. . . . k n p .
. p q . . p . .
n . p . p P P r
. . . . P . . .
. b P . . N . .
. . . . . B B .
. . . Q R . K .",a very nifty tactical shot!
278,3,86,Black,b3d1,". . . . . . . .
. . . . k n p .
. p q . . p . .
n . p . N P P r
. . . . P . . .
. b P . . . . .
. . . . . B B .
. . . Q R . K .",
279,3,87,White,e5c6,". . . . . . . .
. . . . k n p .
. p q . . p . .
n . p . N P P r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. . . b R . K .",
280,3,88,Black,a5c6,". . . . . . . .
. . . . k n p .
. p N . . p . .
n . p . . P P r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. . . b R . K .",
281,3,89,White,e1d1,". . . . . . . .
. . . . k n p .
. p n . . p . .
. . p . . P P r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. . . b R . K .",
282,3,90,Black,f7g5,". . . . . . . .
. . . . k n p .
. p n . . p . .
. . p . . P P r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. . . R . . K .","Kasparov has won a pawn, but his attack on Kg1 evaporated and White has the two bishops in a position which is rapidly opening up."
283,3,91,White,d1b1,". . . . . . . .
. . . . k . p .
. p n . . p . .
. . p . . P n r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. . . R . . K .",
284,3,92,Black,g5h3,". . . . . . . .
. . . . k . p .
. p n . . p . .
. . p . . P n r
. . . . P . . .
. . P . . . . .
. . . . . B B .
. R . . . . K .",
285,3,93,White,g2h3,". . . . . . . .
. . . . k . p .
. p n . . p . .
. . p . . P . r
. . . . P . . .
. . P . . . . n
. . . . . B B .
. R . . . . K .",
286,3,94,Black,h5h3,". . . . . . . .
. . . . k . p .
. p n . . p . .
. . p . . P . r
. . . . P . . .
. . P . . . . B
. . . . . B . .
. R . . . . K .",
287,3,95,White,b1b6,". . . . . . . .
. . . . k . p .
. p n . . p . .
. . p . . P . .
. . . . P . . .
. . P . . . . r
. . . . . B . .
. R . . . . K .",There goes the extra pawn.
288,3,96,Black,e7d6,". . . . . . . .
. . . . k . p .
. R n . . p . .
. . p . . P . .
. . . . P . . .
. . P . . . . r
. . . . . B . .
. . . . . . K .",
289,3,97,White,g1g2,". . . . . . . .
. . . . . . p .
. R n k . p . .
. . p . . P . .
. . . . P . . .
. . P . . . . r
. . . . . B . .
. . . . . . K .",
290,3,98,Black,h3c3,". . . . . . . .
. . . . . . p .
. R n k . p . .
. . p . . P . .
. . . . P . . .
. . P . . . . r
. . . . . B K .
. . . . . . . .","After 50. Bg3+ Black's Pg7 might well fall, so they call it a draw; though Pc5 is still a threat and one could see Black fighting on. Kasparov was a bit unlucky to have only drawn. Most of the time he'd win that kind of game."
291,4,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
292,4,2,Black,e7e5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R","Unlike a Sicilian or French Defense here Black firmly places a pawn in front of Pe4, and says ""no further"". White has tried some extreme measures, such as a King's Gambit, to get rid of Pe5, but the more common approach these days is to apply pressure to Black's position all over the board."
293,4,3,White,g1f3,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
294,4,4,Black,b8c6,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
295,4,5,White,f1b5,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",Spanish Game or Ruy Lopez (named after a Spanish priest who was at one time one of the world's best players -- White threatens to undermine Pe5 by capturing Nc6. 3. Bc4 (Giuoco Piano or Italian Game) has also been played a lot.
296,4,6,Black,g8f6,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R","This is the Berlin Defense. It's not been considered sufficient to achieve more than equality, but Kramnik used it very successfully against Kasparov in the Braingames World Championship match. Whether it's the appropriate ""weapon"" against Anand is questionable."
297,4,7,White,e1g1,"r . b q k b . r
p p p p . p p p
. . n . . n . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",White offers Pe4 as a way of forcing open the e-file when White has castled and Black hasn't.
298,4,8,Black,f6e4,"r . b q k b . r
p p p p . p p p
. . n . . n . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",
299,4,9,White,d2d4,"r . b q k b . r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . n . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .","trying to get rid of Pe5 while Ne4 blocks it's path. But, Black can let White capture and leave a pawn on e5. So, Black can keep the e-file closed. White still tries to get at Ke8."
300,4,10,Black,e4d6,"r . b q k b . r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . P n . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .",Forcing a resolution of the pressure this way is considered safest.
301,4,11,White,b5c6,"r . b q k b . r
p p p p . p p p
. . n n . . . .
. B . . p . . .
. . . P . . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .",
302,4,12,Black,d7c6,"r . b q k b . r
p p p p . p p p
. . B n . . . .
. . . . p . . .
. . . P . . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .",
303,4,13,White,d4e5,"r . b q k b . r
p p p . . p p p
. . p n . . . .
. . . . p . . .
. . . P . . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .",
304,4,14,Black,d6f5,"r . b q k b . r
p p p . . p p p
. . p n . . . .
. . . . P . . .
. . . . . . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .",
305,4,15,White,d1d8,"r . b q k b . r
p p p . . p p p
. . p . . . . .
. . . . P n . .
. . . . . . . .
. . . . . N . .
P P P . . P P P
R N B Q . R K .","This is the main advantage of 7. dxe5. It isn't so easy to clobber Ke8 with queens off the board, but White has an easier time developing and has a five to four king-side pawn majority. Black, on the other hand, has the two bishops."
306,4,16,Black,e8d8,"r . b Q k b . r
p p p . . p p p
. . p . . . . .
. . . . P n . .
. . . . . . . .
. . . . . N . .
P P P . . P P P
R N B . . R K .",
307,4,17,White,b1c3,"r . b k . b . r
p p p . . p p p
. . p . . . . .
. . . . P n . .
. . . . . . . .
. . . . . N . .
P P P . . P P P
R N B . . R K .",
308,4,18,Black,f5e7,"r . b k . b . r
p p p . . p p p
. . p . . . . .
. . . . P n . .
. . . . . . . .
. . N . . N . .
P P P . . P P P
R . B . . R K .","I suppose he is clearing the way for ...Bc8-f5, but those squares on the king-side in front are risky to occupy. White's pawns might race forward."
309,4,19,White,f1e1,"r . b k . b . r
p p p . n p p p
. . p . . . . .
. . . . P . . .
. . . . . . . .
. . N . . N . .
P P P . . P P P
R . B . . R K .",
310,4,20,Black,h7h6,"r . b k . b . r
p p p . n p p p
. . p . . . . .
. . . . P . . .
. . . . . . . .
. . N . . N . .
P P P . . P P P
R . B . R . K .",
311,4,21,White,h2h3,"r . b k . b . r
p p p . n p p .
. . p . . . . p
. . . . P . . .
. . . . . . . .
. . N . . N . .
P P P . . P P P
R . B . R . K .",
312,4,22,Black,e7g6,"r . b k . b . r
p p p . n p p .
. . p . . . . p
. . . . P . . .
. . . . . . . .
. . N . . N . P
P P P . . P P .
R . B . R . K .",
313,4,23,White,c1d2,"r . b k . b . r
p p p . . p p .
. . p . . . n p
. . . . P . . .
. . . . . . . .
. . N . . N . P
P P P . . P P .
R . B . R . K .","This is a modest move which leaves the bishop capable of moving to c3 to back up Pe5 or simply guarding square f4. One noticable key thing about the move is it doesn't weaken his queen-side the way the b2-b3, Bc1-b2 plan does."
314,4,24,Black,c8d7,"r . b k . b . r
p p p . . p p .
. . p . . . n p
. . . . P . . .
. . . . . . . .
. . N . . N . P
P P P B . P P .
R . . . R . K .",
315,4,25,White,c3e4,"r . . k . b . r
p p p b . p p .
. . p . . . n p
. . . . P . . .
. . . . . . . .
. . N . . N . P
P P P B . P P .
R . . . R . K .","With Ph3 White restrains Black's light-square bishop. With Bd2 & Ne4 he restrains Black's dark-square bishop. This is sensible, but far from an indication of how he might win the game. I suppose he's just playing a slightly better position and will squeeze Black while he develops more pieces."
316,4,26,Black,d8c8,"r . . k . b . r
p p p b . p p .
. . p . . . n p
. . . . P . . .
. . . . N . . .
. . . . . N . P
P P P B . P P .
R . . . R . K .","Black is far from completing his development, but if White doesn't execute a concrete attack he'll have time. That was the idea Kramnik utilized (as Black) to slow Kasparov."
317,4,27,White,e4g3,"r . k . . b . r
p p p b . p p .
. . p . . . n p
. . . . P . . .
. . . . N . . .
. . . . . N . P
P P P B . P P .
R . . . R . K .",
318,4,28,Black,c6c5,"r . k . . b . r
p p p b . p p .
. . p . . . n p
. . . . P . . .
. . . . . . . .
. . . . . N N P
P P P B . P P .
R . . . R . K .",
319,4,29,White,g3h5,"r . k . . b . r
p p p b . p p .
. . . . . . n p
. . p . P . . .
. . . . . . . .
. . . . . N N P
P P P B . P P .
R . . . R . K .",This looks promising: he holds Bf8 in place.
320,4,30,Black,b7b5,"r . k . . b . r
p p p b . p p .
. . . . . . n p
. . p . P . . N
. . . . . . . .
. . . . . N . P
P P P B . P P .
R . . . R . K .",
321,4,31,White,f3h2,"r . k . . b . r
p . p b . p p .
. . . . . . n p
. p p . P . . N
. . . . . . . .
. . . . . N . P
P P P B . P P .
R . . . R . K .",
322,4,32,Black,c8b7,"r . k . . b . r
p . p b . p p .
. . . . . . n p
. p p . P . . N
. . . . . . . .
. . . . . . . P
P P P B . P P N
R . . . R . K .",
323,4,33,White,f2f4,"r . . . . b . r
p k p b . p p .
. . . . . . n p
. p p . P . . N
. . . . . . . .
. . . . . . . P
P P P B . P P N
R . . . R . K .",
324,4,34,Black,g6h4,"r . . . . b . r
p k p b . p p .
. . . . . . n p
. p p . P . . N
. . . . . P . .
. . . . . . . P
P P P B . . P N
R . . . R . K .",
325,4,35,White,e1e2,"r . . . . b . r
p k p b . p p .
. . . . . . . p
. p p . P . . N
. . . . . P . n
. . . . . . . P
P P P B . . P N
R . . . R . K .",prepares Bd2-e1 to kick Nh4 and to defend Pc2 while keeping square f3 firmly in hand
326,4,36,Black,d7c6,"r . . . . b . r
p k p b . p p .
. . . . . . . p
. p p . P . . N
. . . . . P . n
. . . . . . . P
P P P B R . P N
R . . . . . K .","now Re2 and Nh5 are aligned perfectly for a Bf3 to fork! All Black needs is for 19. g3 Nf3+ 20. Nxf3 Bxf3. Also, the d-file is cleared, so Ra8 can come into play."
327,4,37,White,c2c3,"r . . . . b . r
p k p . . p p .
. . b . . . . p
. p p . P . . N
. . . . . P . n
. . . . . . . P
P P P B R . P N
R . . . . . K .",
328,4,38,Black,g7g6,"r . . . . b . r
p k p . . p p .
. . b . . . . p
. p p . P . . N
. . . . . P . n
. . P . . . . P
P P . B R . P N
R . . . . . K .",
329,4,39,White,h5f6,"r . . . . b . r
p k p . . p . .
. . b . . . p p
. p p . P . . N
. . . . . P . n
. . P . . . . P
P P . B R . P N
R . . . . . K .",
330,4,40,Black,f8e7,"r . . . . b . r
p k p . . p . .
. . b . . N p p
. p p . P . . .
. . . . . P . n
. . P . . . . P
P P . B R . P N
R . . . . . K .",
331,4,41,White,d2e1,"r . . . . . . r
p k p . b p . .
. . b . . N p p
. p p . P . . .
. . . . . P . n
. . P . . . . P
P P . B R . P N
R . . . . . K .",
332,4,42,Black,h4f5,"r . . . . . . r
p k p . b p . .
. . b . . N p p
. p p . P . . .
. . . . . P . n
. . P . . . . P
P P . . R . P N
R . . . B . K .","Black would rather keep lines closed, at least until all his pieces are equal to White's. Then he might seek to open lines for his bishops."
333,4,43,White,f6e4,"r . . . . . . r
p k p . b p . .
. . b . . N p p
. p p . P n . .
. . . . . P . .
. . P . . . . P
P P . . R . P N
R . . . B . K .",
334,4,44,Black,f5g7,"r . . . . . . r
p k p . b p . .
. . b . . . p p
. p p . P n . .
. . . . N P . .
. . P . . . . P
P P . . R . P N
R . . . B . K .","Black is aware of the importance of White achieving f4-f5 to mobilize Pe5. It looks a little awkward, but White's maneuvers behind the pawns (Pe5 & Pf4) look a little awkward too."
335,4,45,White,h2g4,"r . . . . . . r
p k p . b p n .
. . b . . . p p
. p p . P . . .
. . . . N P . .
. . P . . . . P
P P . . R . P N
R . . . B . K .",
336,4,46,Black,a8d8,"r . . . . . . r
p k p . b p n .
. . b . . . p p
. p p . P . . .
. . . . N P N .
. . P . . . . P
P P . . R . P .
R . . . B . K .",
337,4,47,White,g4f2,". . . r . . . r
p k p . b p n .
. . b . . . p p
. p p . P . . .
. . . . N P N .
. . P . . . . P
P P . . R . P .
R . . . B . K .",
338,4,48,Black,h6h5,". . . r . . . r
p k p . b p n .
. . b . . . p p
. p p . P . . .
. . . . N P . .
. . P . . . . P
P P . . R N P .
R . . . B . K .",
339,4,49,White,e1d2,". . . r . . . r
p k p . b p n .
. . b . . . p .
. p p . P . . p
. . . . N P . .
. . P . . . . P
P P . . R N P .
R . . . B . K .",
340,4,50,Black,h5h4,". . . r . . . r
p k p . b p n .
. . b . . . p .
. p p . P . . p
. . . . N P . .
. . P . . . . P
P P . B R N P .
R . . . . . K .",by preventing g2-g3 he keeps Pe5 & Pf4 slightly weak and always in need of piece support
341,4,51,White,d2e3,". . . r . . . r
p k p . b p n .
. . b . . . p .
. p p . P . . .
. . . . N P . p
. . P . . . . P
P P . B R N P .
R . . . . . K .",
342,4,52,Black,g7e6,". . . r . . . r
p k p . b p n .
. . b . . . p .
. p p . P . . .
. . . . N P . p
. . P . B . . P
P P . . R N P .
R . . . . . K .",
343,4,53,White,e4f6,". . . r . . . r
p k p . b p . .
. . b . n . p .
. p p . P . . .
. . . . N P . p
. . P . B . . P
P P . . R N P .
R . . . . . K .",
344,4,54,Black,a7a5,". . . r . . . r
p k p . b p . .
. . b . n N p .
. p p . P . . .
. . . . . P . p
. . P . B . . P
P P . . R N P .
R . . . . . K .",
345,4,55,White,f2e4,". . . r . . . r
. k p . b p . .
. . b . n N p .
p p p . P . . .
. . . . . P . p
. . P . B . . P
P P . . R N P .
R . . . . . K .",
346,4,56,Black,b5b4,". . . r . . . r
. k p . b p . .
. . b . n N p .
p p p . P . . .
. . . . N P . p
. . P . B . . P
P P . . R . P .
R . . . . . K .",
347,4,57,White,e4g5,". . . r . . . r
. k p . b p . .
. . b . n N p .
p . p . P . . .
. p . . N P . p
. . P . B . . P
P P . . R . P .
R . . . . . K .","It has taken White a lot of maneuvering moves to threaten Pf7, and it is completely ineffective."
348,4,58,Black,d8d3,". . . r . . . r
. k p . b p . .
. . b . n N p .
p . p . P . N .
. p . . . P . p
. . P . B . . P
P P . . R . P .
R . . . . . K .",This is a strong indication Black has his king-side well organized for defense. If 30. Nxf7 Rf8 Black will regain the pawn by capturing at f6. This game is another indication of how difficult it can be to get at Black's thorny position.
349,5,1,White,d2d4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
350,5,2,Black,d7d5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R","Despite Shirov's reputation he doesn't always play the most blood-thirsty unbalanced defenses. 1...d5 weakens e5, but directly aims to prevent White from gaining too much ground with c2-c4 and e2-e4."
351,5,3,White,c2c4,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",
352,5,4,Black,c7c6,"r n b q k b n r
p p p . p p p p
. . . . . . . .
. . . p . . . .
. . P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R","Slav Defense -- It' a simple idea: to capture Pc4 and defend it with ...b7-b5. This requires White to pay attention to his weakness (Pc4) . Ideally, for Black, White would have to play e2-e3, blocking Bc1. The downside is that many of it's variations are quite drawish or difficult for Black to win. At the top level of competition it's enough to stop White and perhaps take the opponent away from the kind of game he wanted to play."
353,5,5,White,g1f3,"r n b q k b n r
p p . . p p p p
. . p . . . . .
. . . p . . . .
. . P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R",
354,5,6,Black,g8f6,"r n b q k b n r
p p . . p p p p
. . p . . . . .
. . . p . . . .
. . P P . . . .
. . . . . N . .
P P . . P P P P
R N B Q K B . R","Black hasn't yet moved Pe7, so there's no pin after Bc1-g5. That makes Black's army more mobile. And, the more developed he becomes the more likely ...dxc4 will succeed."
355,5,7,White,d1c2,"r n b q k b . r
p p . . p p p p
. . p . . n . .
. . . p . . . .
. . P P . . . .
. . . . . N . .
P P . . P P P P
R N B Q K B . R",This is a poor place for the queen. It weakens Pd4 and could easily become aligned with a ...Bc8-f5.
356,5,8,Black,g7g6,"r n b q k b . r
p p . . p p p p
. . p . . n . .
. . . p . . . .
. . P P . . . .
. . . . . N . .
P P Q . P P P P
R N B . K B . R",
357,5,9,White,c4d5,"r n b q k b . r
p p . . p p . p
. . p . . n p .
. . . p . . . .
. . P P . . . .
. . . . . N . .
P P Q . P P P P
R N B . K B . R",
358,5,10,Black,c6d5,"r n b q k b . r
p p . . p p . p
. . p . . n p .
. . . P . . . .
. . . P . . . .
. . . . . N . .
P P Q . P P P P
R N B . K B . R",
359,5,11,White,b1c3,"r n b q k b . r
p p . . p p . p
. . . . . n p .
. . . p . . . .
. . . P . . . .
. . . . . N . .
P P Q . P P P P
R N B . K B . R",
360,5,12,Black,f8g7,"r n b q k b . r
p p . . p p . p
. . . . . n p .
. . . p . . . .
. . . P . . . .
. . N . . N . .
P P Q . P P P P
R . B . K B . R",
361,5,13,White,c1f4,"r n b q k . . r
p p . . p p b p
. . . . . n p .
. . . p . . . .
. . . P . . . .
. . N . . N . .
P P Q . P P P P
R . B . K B . R",
362,5,14,Black,b8c6,"r n b q k . . r
p p . . p p b p
. . . . . n p .
. . . p . . . .
. . . P . B . .
. . N . . N . .
P P Q . P P P P
R . . . K B . R",
363,5,15,White,e2e3,"r . b q k . . r
p p . . p p b p
. . n . . n p .
. . . p . . . .
. . . P . B . .
. . N . . N . .
P P Q . P P P P
R . . . K B . R",
364,5,16,Black,e8g8,"r . b q k . . r
p p . . p p b p
. . n . . n p .
. . . p . . . .
. . . P . B . .
. . N . P N . .
P P Q . . P P P
R . . . K B . R",
365,5,17,White,f1e2,"r . b q . r k .
p p . . p p b p
. . n . . n p .
. . . p . . . .
. . . P . B . .
. . N . P N . .
P P Q . . P P P
R . . . K B . R","Now White is ready to O-O, so there's little to be gained by maneuvering ...Nc6-b4-c2. With e5 controlled and the king safe White is probably better. Bg7 can't do much except defend Kg8."
366,5,18,Black,f6e4,"r . b q . r k .
p p . . p p b p
. . n . . n p .
. . . p . . . .
. . . P . B . .
. . N . P N . .
P P Q . B P P P
R . . . K . . R",
367,5,19,White,e1g1,"r . b q . r k .
p p . . p p b p
. . n . . . p .
. . . p . . . .
. . . P n B . .
. . N . P N . .
P P Q . B P P P
R . . . K . . R",
368,5,20,Black,c8f5,"r . b q . r k .
p p . . p p b p
. . n . . . p .
. . . p . . . .
. . . P n B . .
. . N . P N . .
P P Q . B P P P
R . . . . R K .",
369,5,21,White,f3h4,"r . . q . r k .
p p . . p p b p
. . n . . . p .
. . . p . b . .
. . . P n B . .
. . N . P N . .
P P Q . B P P P
R . . . . R K .",
370,5,22,Black,e4c3,"r . . q . r k .
p p . . p p b p
. . n . . . p .
. . . p . b . .
. . . P n B . N
. . N . P . . .
P P Q . B P P P
R . . . . R K .",
371,5,23,White,c2c3,"r . . q . r k .
p p . . p p b p
. . n . . . p .
. . . p . b . .
. . . P . B . N
. . n . P . . .
P P Q . B P P P
R . . . . R K .",
372,5,24,Black,f5e4,"r . . q . r k .
p p . . p p b p
. . n . . . p .
. . . p . b . .
. . . P . B . N
. . Q . P . . .
P P . . B P P P
R . . . . R K .",
373,5,25,White,h4f3,"r . . q . r k .
p p . . p p b p
. . n . . . p .
. . . p . . . .
. . . P b B . N
. . Q . P . . .
P P . . B P P P
R . . . . R K .","Ivanchuk didn't seem to be in an adventurous mood, but I like that he achieved a draw without the histrionics he sometimes displays."
374,6,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
375,6,2,Black,e7e5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
376,6,3,White,g1f3,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
377,6,4,Black,b8c6,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
378,6,5,White,f1b5,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R",
379,6,6,Black,a7a6,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
380,6,7,White,b5a4,"r . b q k b n r
. p p p . p p p
p . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
381,6,8,Black,g8f6,"r . b q k b n r
. p p p . p p p
p . n . . . . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R","Black could use ...b7-b5 to get rid of the Bxc6 ""threat"", but so long as that doesn't hurt Black he'll ignore it."
382,6,9,White,e1g1,"r . b q k b . r
. p p p . p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R",
383,6,10,Black,f8e7,"r . b q k b . r
. p p p . p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",
384,6,11,White,f1e1,"r . b q k . . r
. p p p b p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q . R K .",
385,6,12,Black,b7b5,"r . b q k . . r
. p p p b p p p
p . n . . n . .
. . . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q R . K .",
386,6,13,White,a4b3,"r . b q k . . r
. . p p b p p p
p . n . . n . .
. p . . p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q R . K .",
387,6,14,Black,d7d6,"r . b q k . . r
. . p p b p p p
p . n . . n . .
. p . . p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R N B Q R . K .","By defending Pe5 Black is free, if he were to choose, to play ...Nc6-a5xb3, so one often sees White move either his c- or a-file pawns to make room for the Bishop to retreat."
388,6,15,White,c2c3,"r . b q k . . r
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R N B Q R . K .",
389,6,16,Black,e8g8,"r . b q k . . r
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",
390,6,17,White,h2h3,"r . b q . r k .
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B P . . N . .
P P . P . P P P
R N B Q R . K .",
391,6,18,Black,f8e8,"r . b q . r k .
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B P . . N . P
P P . P . P P .
R N B Q R . K .",
392,6,19,White,d2d4,"r . b q r . k .
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . . P . . .
. B P . . N . P
P P . P . P P .
R N B Q R . K .",
393,6,20,Black,c8b7,"r . b q r . k .
. . p . b p p p
p . n p . n . .
. p . . p . . .
. . . P P . . .
. B P . . N . P
P P . . . P P .
R N B Q R . K .","a mere transposition to the Zaitsev Variation, one of the most aggressive variations Black can choose"
394,6,21,White,b1d2,"r . . q r . k .
. b p . b p p p
p . n p . n . .
. p . . p . . .
. . . P P . . .
. B P . . N . P
P P . . . P P .
R N B Q R . K .",
395,6,22,Black,e7f8,"r . . q r . k .
. b p . b p p p
p . n p . n . .
. p . . p . . .
. . . P P . . .
. B P . . N . P
P P . N . P P .
R . B Q R . K .",
396,6,23,White,d4d5,"r . . q r b k .
. b p . . p p p
p . n p . n . .
. p . . p . . .
. . . P P . . .
. B P . . N . P
P P . N . P P .
R . B Q R . K .","White keeps the center closed and will willingly fight around the perimeter to keep Bf8, Re8 and Bb7 quiet."
