Game Number,Move Number,Player,Move,Board,Comment
615,13,White,f2f4,"r . b q k b . r
p p . n . p p p
. . n . p . . .
. . p p P . . .
. . . P . . . .
. . P . . . . .
P P . . N P P P
R . B Q K B N R","Maroczy begins to expand on the Kingside. Unfortunately, he's also blocked without his dark-square Bishop. What in the world is he up to?"
615,14,Black,f8e7,"r . b q k b . r
p p . n . p p p
. . n . p . . .
. . p p P . . .
. . . P . P . .
. . P . . . . .
P P . . N . P P
R . B Q K B N R",Lasker develops yet another piece (he now enjoys a 3-1 lead in piece without development) and prepares to castle on the Kingside.
615,15,White,g1f3,"r . b q k . . r
p p . n b p p p
. . n . p . . .
. . p p P . . .
. . . P . P . .
. . P . . . . .
P P . . N . P P
R . B Q K B N R",Maroczy develops his other Knight. Perhaps playing f2-f4 first was an attempt without to prevent the f-pawn from being blocked by this Knight.
615,16,Black,e8g8,"r . b q k . . r
p p . n b p p p
. . n . p . . .
. . p p P . . .
. . . P . P . .
. . P . . N . .
P P . . N . P P
R . B Q K B . R",Lasker gets his King out of the center.
615,17,White,g2g3,"r . b q . r k .
p p . n b p p p
. . n . p . . .
. . p p P . . .
. . . P . P . .
. . P . . N . .
P P . . N . P P
R . B Q K B . R","Maroczy's play is unusual. He props up his f-pawn and has created a double without pawn chain, with e5 as the head of both. Very pretty, but is this good without chess?"
615,18,Black,c5d4,"r . b q . r k .
p p . n b p p p
. . n . p . . .
. . p p P . . .
. . . P . P . .
. . P . . N P .
P P . . N . . P
R . B Q K B . R",Lasker breaks one of White's pawn strings.
615,19,White,c3d4,"r . b q . r k .
p p . n b p p p
. . n . p . . .
. . . p P . . .
. . . p . P . .
. . P . . N P .
P P . . N . . P
R . B Q K B . R","Maroczy recaptures. Fortunately, the d-pawn is overprotected by the Queen and without both Knights."
615,20,Black,d7b6,"r . b q . r k .
p p . n b p p p
. . n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P .
P P . . N . . P
R . B Q K B . R","Lasker would like to get his light-squared Bishop off of the back rank, but without the Knight on d7 was in the way."
615,21,White,f1h3,"r . b q . r k .
p p . . b p p p
. n n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P .
P P . . N . . P
R . B Q K B . R",More curious development from Maroczy. Both his light-square Bishop and without f3-Knight are unsupported. What's he up to? Maybe he's planning to advance without the f-pawn to f5.
615,22,Black,c8d7,"r . b q . r k .
p p . . b p p p
. n n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P B
P P . . N . . P
R . B Q K . . R","As we anticipated, Lasker moves his Bishop off of the back rank."
615,23,White,e1g1,"r . . q . r k .
p p . b b p p p
. n n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P B
P P . . N . . P
R . B Q K . . R","The King gets out of the center, but notice how the advanced Kingside pawns without create a ""drafty"" haven for the White King."
615,24,Black,a8c8,"r . . q . r k .
p p . b b p p p
. n n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P B
P P . . N . . P
R . B Q . R K .",Lasker's Rook grabs the open c-file.
615,25,White,g3g4,". . r q . r k .
p p . b b p p p
. n n . p . . .
. . . p P . . .
. . . P . P . .
. . . . . N P B
P P . . N . . P
R . B Q . R K .","Now this is really strange...perhaps Maroczy is trying to prevent either without ...f5 or ...h5 by Black. In any event, he's blocked in his light-square without Bishop!"
615,26,Black,f7f6,". . r q . r k .
p p . b b p p p
. n n . p . . .
. . . p P . . .
. . . P . P P .
. . . . . N . B
P P . . N . . P
R . B Q . R K .","Lasker begins to crack open the White position. If 14...fxe5 15.dxe5, Black without gets a passed d-pawn. If 14...fxe5 15.fxe5, Black may be able to use the without open f-file to attack White's King. So..."
615,27,White,e5f6,". . r q . r k .
p p . b b . p p
. n n . p p . .
. . . p P . . .
. . . P . P P .
. . . . . N . B
P P . . N . . P
R . B Q . R K .",...Maroczy really has no choice but to capture.
615,28,Black,e7f6,". . r q . r k .
p p . b b . p p
. n n . p P . .
. . . p . . . .
. . . P . P P .
. . . . . N . B
P P . . N . . P
R . B Q . R K .",Now Lasker has half-opened the f-file and has isolated White's d-pawn (which without may become a target for the Black forces).
615,29,White,g4g5,". . r q . r k .
p p . b . . p p
. n n . p b . .
. . . p . . . .
. . . P . P P .
. . . . . N . B
P P . . N . . P
R . B Q . R K .",What Maroczy has going for him is that his pieces control a bunch of squares without on Black's side of the board. He increases that control by advancing the without pawn and attacking the Bishop.
615,30,Black,f6e7,". . r q . r k .
p p . b . . p p
. n n . p b . .
. . . p . . P .
. . . P . P . .
. . . . . N . B
P P . . N . . P
R . B Q . R K .",Lasker makes the only move that doesn't lose material.
615,31,White,g1h1,". . r q . r k .
p p . b b . p p
. n n . p . . .
. . . p . . P .
. . . P . P . .
. . . . . N . B
P P . . N . . P
R . B Q . R K .","Maroczy anticipates the b6-Knight taking up a post on c4, allowing the Black without Queen to come to b6. He doesn't like the thought of the Black Queen and without White King on the same diagonal, so he sidesteps the King."
615,32,Black,b6c4,". . r q . r k .
p p . b b . p p
. n n . p . . .
. . . p . . P .
. . . P . P . .
. . . . . N . B
P P . . N . . P
R . B Q . R . K","Black's Knight takes up an outpost on c4. Now, if White lets his guard down without and forgets to defend e3, the Knight could leap to e3 and fork the White without Queen and f1-Rook!"
615,33,White,e2c3,". . r q . r k .
p p . b b . p p
. . n . p . . .
. . . p . . P .
. . n P . P . .
. . . . . N . B
P P . . N . . P
R . B Q . R . K","Maroczy begins to untangle his pieces. By moving this Knight, he clears e2 without for his Queen. (He also has a trick up his sleeve -- but will Lasker fall without for it?)"
615,34,Black,e7b4,". . r q . r k .
p p . b b . p p
. . n . p . . .
. . . p . . P .
. . n P . P . .
. . N . . N . B
P P . . . . . P
R . B Q . R . K","Lasker is looking ahead to possibly trading off his dark-square Bishop for without the c3-Knight, ensuring that his Knight will always have a safe outpost on without c4."
615,35,White,d1e2,". . r q . r k .
p p . b . . p p
. . n . p . . .
. . . p . . P .
. b n P . P . .
. . N . . N . B
P P . . . . . P
R . B Q . R . K",Maroczy continues setting up his trap. Will Lasker see it in time?
615,36,Black,f8e8,". . r q . r k .
p p . b . . p p
. . n . p . . .
. . . p . . P .
. b n P . P . .
. . N . . N . B
P P . . Q . . P
R . B . . R . K",Lasker defends the threatened e-pawn.
615,37,White,e2d3,". . r q r . k .
p p . b . . p p
. . n . p . . .
. . . p . . P .
. b n P . P . .
. . N . . N . B
P P . . Q . . P
R . B . . R . K","Maroczy's plan continues, but it requires getting his Queen off of the same without file as Black's e8-Rook. What could he be plotting?"
615,38,Black,c4d6,". . r q r . k .
p p . b . . p p
. . n . p . . .
. . . p . . P .
. b n P . P . .
. . N Q . N . B
P P . . . . . P
R . B . . R . K",The Knight prepares to take up a new post at f5. It also (indirectly) defends without the e-pawn (from f4-f5).
615,39,White,f4f5,". . r q r . k .
p p . b . . p p
. . n n p . . .
. . . p . . P .
. b . P . P . .
. . N Q . N . B
P P . . . . . P
R . B . . R . K",Maroczy makes the pawn advance anyway (preparing this advance was another without reason for 19.Qd3).
615,40,Black,d6f5,". . r q r . k .
p p . b . . p p
. . n n p . . .
. . . p . P P .
. b . P . . . .
. . N Q . N . B
P P . . . . . P
R . B . . R . K","Lasker gets his Knight outpost on f5, but do you see why this may not be so without good?"
615,41,White,c3d5,". . r q r . k .
p p . b . . p p
. . n . p . . .
. . . p . n P .
. b . P . . . .
. . N Q . N . B
P P . . . . . P
R . B . . R . K",POW! Maroczy springs his trap. Do you see why 21...exd5 is impossible? without Because it would leave the f5-Knight defended just once against two without attackers. He's evened up the material and isolated the Black e-pawn.
615,42,Black,b4d6,". . r q r . k .
p p . b . . p p
. . n . p . . .
. . . N . n P .
. b . P . . . .
. . . Q . N . B
P P . . . . . P
R . B . . R . K","Lasker's dark-square Bishop was attacked by the White d5-Knight, so it has to without retreat."
615,43,White,h3f5,". . r q r . k .
p p . b . . p p
. . n b p . . .
. . . N . n P .
. . . P . . . .
. . . Q . N . B
P P . . . . . P
R . B . . R . K","Maroczy can't allow Black to maintain a Knight outpost on f5, so he captures without the Knight."
615,44,Black,e6f5,". . r q r . k .
p p . b . . p p
. . n b p . . .
. . . N . B P .
. . . P . . . .
. . . Q . N . .
P P . . . . . P
R . B . . R . K","Unfortunately for White, this allows Lasker to recapture with the e-pawn. Now without Black isn't stuck with an isolated e-pawn anymore."
615,45,White,d5f4,". . r q r . k .
p p . b . . p p
. . n b . . . .
. . . N . p P .
. . . P . . . .
. . . Q . N . .
P P . . . . . P
R . B . . R . K","The White King's position is looking a little bare, so Maroczy shifts the without Knight toward the Kingside to help in the defense."
615,46,Black,e8e4,". . r q r . k .
p p . b . . p p
. . n b . . . .
. . . . . p P .
. . . P . N . .
. . . Q . N . .
P P . . . . . P
R . B . . R . K",Lasker begins to create problems for White. Now the White Knight on f4 is without attacked twice and only defended once.
615,47,White,d3b3,". . r q . . k .
p p . b . . p p
. . n b . . . .
. . . . . p P .
. . . P r N . .
. . . Q . N . .
P P . . . . . P
R . B . . R . K",Maroczy buys some time with a check.
615,48,Black,g8h8,". . r q . . k .
p p . b . . p p
. . n b . . . .
. . . . . p P .
. . . P r N . .
. Q . . . N . .
P P . . . . . P
R . B . . R . K",24...Be6 (to block the check) doesn't work because of 25.Nxe6. So Lasker without moves the King out of check.
615,49,White,f3h4,". . r q . . . k
p p . b . . p p
. . n b . . . .
. . . . . p P .
. . . P r N . .
. Q . . . N . .
P P . . . . . P
R . B . . R . K","By moving this Knight, Maroczy allows the f1-Rook to help defend the without f4-Knight."
615,50,Black,c6d4,". . r q . . . k
p p . b . . p p
. . n b . . . .
. . . . . p P .
. . . P r N . N
. Q . . . . . .
P P . . . . . P
R . B . . R . K","Of course, the d-pawn was left up for grabs, so the Knight captures it and without attacks the White Queen."
615,51,White,b3h3,". . r q . . . k
p p . b . . p p
. . . b . . . .
. . . . . p P .
. . . n r N . N
. Q . . . . . .
P P . . . . . P
R . B . . R . K","Using the open third rank, the Queen shifts rapidly to the Kingside and without prepares to join in the attack on the Black King."
615,52,Black,c8c2,". . r q . . . k
p p . b . . p p
. . . b . . . .
. . . . . p P .
. . . n r N . N
. . . . . . . Q
P P . . . . . P
R . B . . R . K","Lasker posts one of his Rooks on the seventh rank, where it will have a without disruptive effect on White's maneuverability."
615,53,White,g5g6,". . . q . . . k
p p . b . . p p
. . . b . . . .
. . . . . p P .
. . . n r N . N
. . . . . . . Q
P P r . . . . P
R . B . . R . K","Maroczy's assault continues. He puts pressure on the Black King's fortress. without After 28.Nxf5, 29.Qxh7 will be mate!"
615,54,Black,d7c6,". . . q . . . k
p p . b . . p p
. . . b . . P .
. . . . . p . .
. . . n r N . N
. . . . . . . Q
P P r . . . . P
R . B . . R . K","Of course, Lasker can't play 27...hxg6, because of 28.Nxg6+ (DOUBLE CHECK!) without Kg8 29.Qh8+ Kf7 30.Qxd8, and White has won the Black Queen! Instead, he without prepares a discovered check (once the e4-Rook moves)."
615,55,White,h4f3,". . . q . . . k
p p . . . . p p
. . b b . . P .
. . . . . p . .
. . . n r N . N
. . . . . . . Q
P P r . . . . P
R . B . . R . K","Playing 28.Nxf5 allows Black some counterthreats (once he prevents the Qxh7 without mate, of course), so Maroczy thinks it's best to block the a8-h1 diagonal. without Now he threatens mate-in-one!"
615,56,Black,h7h6,". . . q . . . k
p p . . . . p p
. . b b . . P .
. . . . . p . .
. . . n r N . .
. . . . . N . Q
P P r . . . . P
R . B . . R . K",Advancing the pawn is Black's best way of stopping mate here. How will White without renew the attack?
615,57,White,f4e6,". . . q . . . k
p p . . . . p .
. . b b . . P p
. . . . . p . .
. . . n r N . .
. . . . . N . Q
P P r . . . . P
R . B . . R . K",The Knight leaps forward to attack the Queen. But doesn't that allow without 29...Nxe6? Is there another purpose to this move?
615,58,Black,d4e6,". . . q . . . k
p p . . . . p .
. . b b N . P p
. . . . . p . .
. . . n r . . .
. . . . . N . Q
P P r . . . . P
R . B . . R . K",Lasker does the expected and captures the Knight.
615,59,White,c1h6,". . . q . . . k
p p . . . . p .
. . b b n . P p
. . . . . p . .
. . . . r . . .
. . . . . N . Q
P P r . . . . P
R . B . . R . K",The hidden purpose of 29.Ne6 becomes clear. Maroczy was clearing the c1-h6 without diagonal for his dark-square Bishop to capture the h-pawn. 30...gxh6 would without be a serious mistake. What will Lasker do?
615,60,Black,e4h4,". . . q . . . k
p p . . . . p .
. . b b n . P B
. . . . . p . .
. . . . r . . .
. . . . . N . Q
P P r . . . . P
R . . . . R . K",Lasker double-attacks the White Queen and Bishop! Maroczy looks ahead into without the position (see the variation) and tips his King over. Lasker has won!
616,1,White,d2d4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R","Capablanca (White) opens with 1.d4, a move that usually leads to closed, without positional games."
616,2,Black,e7e6,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",Alekhine (Black) surprises us by not disputing White's intention to set up a without central pawn pair on d4 and e4.
616,3,White,e2e4,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",Capa achieves in two moves the ideal central pawn setup for White.
616,4,Black,d7d5,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R","NOW Alekhine disputes the pawn pair! What started as a d-pawn opening has without been transformed into the French Defense, an e-pawn opening better suited to without Alekhine's open style. The French usually begins 1.e4 e6 2.d4 d5."
616,5,White,b1c3,"r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p . . . .
. . . P P . . .
. . . . . . . .
P P P . . P P P
R N B Q K B N R",Capa's Knight develops off of the first rank and defends the endangered without e-pawn.
616,6,Black,g8f6,"r n b q k b n r
p p p . . p p p
. . . . p . . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . B Q K B N R","Alekhine piles up on the White e-pawn, developing usefully as he does so."
616,7,White,c1g5,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . B Q K B N R","Rather than put another piece's protection on the e-pawn, Capa defends it by without pinning one of its attackers! (He's continuing his development at the same without time)."
616,8,Black,f8b4,"r n b q k b . r
p p p . . p p p
. . . . p n . .
. . . p . . B .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R",Alekhine knocks out the White e-pawn's support by pinning the defending without piece.
616,9,White,e4d5,"r n b q k . . r
p p p . . p p p
. . . . p n . .
. . . p . . B .
. b . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R",Capablanca decides it's better to trade off the e-pawn rather than to without continue trying to defend it.
616,10,Black,d8d5,"r n b q k . . r
p p p . . p p p
. . . . p n . .
. . . P . . B .
. b . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R","Surprise! Alekhine brings the Queen out early (usually a bad idea!) and without recaptures on d5. Notice that the c3-Knight can't take the Queen because without it's pinned, and that the f6-Knight is no longer pinned."
616,11,White,g5f6,"r n b . k . . r
p p p . . p p p
. . . . p n . .
. . . q . . B .
. b . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R",The d-pawn's inability to advance tells Capa that his pawns will probably be without posted on dark squares and that his dark-squared Bishop will become bad. He without trades it for a Black Knight.
616,12,Black,b4c3,"r n b . k . . r
p p p . . p p p
. . . . p B . .
. . . q . . . .
. b . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R","Instead of immediately playing 6...gxf6 (which would hand the initiative over without to White), Alekhine keeps the initiative by interposing another move: a without capture WITH CHECK."
616,13,White,b2c3,"r n b . k . . r
p p p . . p p p
. . . . p B . .
. . . q . . . .
. . . P . . . .
. . b . . . . .
P P P . . P P P
R . . Q K B N R","Capa is forced to expend a tempo to get out of check. He makes the most without sensible reply. He's now saddled with doubled pawns, but he also has a without half-open b-file for his Rooks."
616,14,Black,g7f6,"r n b . k . . r
p p p . . p p p
. . . . p B . .
. . . q . . . .
. . . P . . . .
. . P . . . . .
P . P . . P P P
R . . Q K B N R","Now Alekhine captures the Bishop. He, too, now has a set of doubled pawns, without but the half-open g-file offers some compensation."
616,15,White,d1d2,"r n b . k . . r
p p p . . p . p
. . . . p p . .
. . . q . . . .
. . . P . . . .
. . P . . . . .
P . P . . P P P
R . . Q K B N R","The reason that Capa plays this may seem obscure, but he prevents Black from without fianchettoing his c8-Bishop. If 7...b6, then 8.Be2 threatens to skewer the without Black Queen and Rook by 9.Bf3."
616,16,Black,b8d7,"r n b . k . . r
p p p . . p . p
. . . . p p . .
. . . q . . . .
. . . P . . . .
. . P . . . . .
P . P Q . P P P
R . . . K B N R",The Knight devlops off of the first rank and intends to wind up on the hole without on c4 by way of b6.
616,17,White,c3c4,"r . b . k . . r
p p p n . p . p
. . . . p p . .
. . . q . . . .
. . . P . . . .
. . P . . . . .
P . P Q . P P P
R . . . K B N R",Capa assaults the centrally-placed Queen.
616,18,Black,d5e4,"r . b . k . . r
p p p n . p . p
. . . . p p . .
. . . q . . . .
. . P P . . . .
. . . . . . . .
P . P Q . P P P
R . . . K B N R","Rather than retreating to d6 (and cramping Black's position), the Queen without advances with check."
616,19,White,g1e2,"r . b . k . . r
p p p n . p . p
. . . . p p . .
. . . . . . . .
. . P P q . . .
. . . . . . . .
P . P Q . P P P
R . . . K B N R",Capa develops another piece usefully while he blocks check.
616,20,Black,d7b6,"r . b . k . . r
p p p n . p . p
. . . . p p . .
. . . . . . . .
. . P P q . . .
. . . . . . . .
P . P Q N P P P
R . . . K B . R",Alekhine continues with his Knight maneuver. Next stop: c4 (unless White without prevents it).
616,21,White,f2f3,"r . b . k . . r
p p p . . p . p
. n . . p p . .
. . . . . . . .
. . P P q . . .
. . . . . . . .
P . P Q N P P P
R . . . K B . R","Capa kicks the Queen out of the center. Once the Black Queen moves away, the without pin on his Knight will be released."
616,22,Black,e4c6,"r . b . k . . r
p p p . . p . p
. n . . p p . .
. . . . . . . .
. . P P q . . .
. . . . . P . .
P . P Q N . P P
R . . . K B . R","By pulling the Queen back to c6, Alekhine attacks the c4-pawn twice. The pawn without is totally undefended. How can Capa save it?"
616,23,White,c4c5,"r . b . k . . r
p p p . . p . p
. n q . p p . .
. . . . . . . .
. . P P . . . .
. . . . . P . .
P . P Q N . P P
R . . . K B . R",Capa defends the pawn by advancing it! The pawn now counterattacks the Black without Knight on b6.
616,24,Black,b6d5,"r . b . k . . r
p p p . . p . p
. n q . p p . .
. . P . . . . .
. . . P . . . .
. . . . . P . .
P . P Q N . P P
R . . . K B . R","The Black Knight could easily be knocked off of c4 by White's Queen and without Bishop, so Alekhine decides to shift it over toward the sparsely-defended without Kingside."
616,25,White,c2c4,"r . b . k . . r
p p p . . p . p
. . q . p p . .
. . P n . . . .
. . . P . . . .
. . . . . P . .
P . P Q N . P P
R . . . K B . R",Capa decides to prod the Knight a little to hasten its departure from the without center.
616,26,Black,d5e7,"r . b . k . . r
p p p . . p . p
. . q . p p . .
. . P n . . . .
. . P P . . . .
. . . . . P . .
P . . Q N . P P
R . . . K B . R","The Black Knight abandons the center, backing up to a new post where it can without shift to the Kingside at a moment's notice. Now both players have to find a without way to effectively develop their Bishops."
616,27,White,e2c3,"r . b . k . . r
p p p . n p . p
. . q . p p . .
. . P . . . . .
. . P P . . . .
. . . . . P . .
P . . Q N . P P
R . . . K B . R","Capa accomplishes two objectives with this move: 1) He sets up the move Ne4, without which threatens the Black f6-pawn; 2) he allows his Bishop to develop off of without the first rank."
616,28,Black,f6f5,"r . b . k . . r
p p p . n p . p
. . q . p p . .
. . P . . . . .
. . P P . . . .
. . N . . P . .
P . . Q . . P P
R . . . K B . R",Alekhine doesn't plan to wait for White to play Ne4. He advances his f-pawn without and denies the Knight access to e4. But Black is now incredibly weak on the without Kingside dark squares (since no pawns guard these squares).
616,29,White,f1e2,"r . b . k . . r
p p p . n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . . P . .
P . . Q . . P P
R . . . K B . R","If the Bishop advances to d3, its mobility is limited by the pawns on c4 and without f5. On e2, the Bishop will at least have access to the Kingside after the without White f3-pawn advances."
616,30,Black,h8g8,"r . b . k . . r
p p p . n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . . P . .
P . . Q B . P P
R . . . K . . R",Alekhine takes control of the half-open g-file and attacks the without g2-pawn.
616,31,White,e1g1,"r . b . k . r .
p p p . n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . . P . .
P . . Q B . P P
R . . . K . . R","Capa castles. In addition to the usual benefits of castling, the White King without now defends the (pinned!) g2-pawn."
616,32,Black,c8d7,"r . b . k . r .
p p p . n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . . P . .
P . . Q B . P P
R . . . . R K .","Alekhine finally gets his Bishop off of the first rank. Notice, though, that without White has a big lead in development, as Black's Rooks are not yet connected."
616,33,White,d2e3,"r . . . k . r .
p p p b n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . . P . .
P . . Q B . P P
R . . . . R K .","The White Queen comes to e3 to allow Capa to push the d-pawn (otherwise the without pawn push would leave the c5-pawn hanging!). Now if White plays d4-d5, the without Queen will protect the c5-pawn."
616,34,Black,b7b6,"r . . . k . r .
p p p b n p . p
. . q . p . . .
. . P . . p . .
. . P P . . . .
. . N . Q P . .
P . . . B . P P
R . . . . R K .","Things are getting a little dicey for the Black Queen, which has very limited without mobility. Alekhine advances a pawn to give the Queen an ""escape hatch"" on b7 without should White get frisky and lauch an attack in the center."
616,35,White,f1d1,"r . . . k . r .
p . p b n p . p
. p q . p . . .
. . P . . p . .
. . P P . . . .
. . N . Q P . .
P . . . B . P P
R . . . . R K .",It looks as though Capa DOES plan an attack on the center files. The Rook on without d1 helps to support a d-pawn advance and prevents the loss of a pawn after without 18...bxc5 19.d5 exd5 20.cxd5 Qd6.
616,36,Black,b6c5,"r . . . k . r .
p . p b n p . p
. p q . p . . .
. . P . . p . .
. . P P . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .","With each move, White improves his position a little more. Alekhine can do without very little to improve his, so he decides to undertake some offensive without action, throwing White off guard and delaying any more White without improvements."
616,37,White,d4d5,"r . . . k . r .
p . p b n p . p
. . q . p . . .
. . p . . p . .
. . P P . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .","Allowing 19...cxd4 just loses a pawn for White, so Capa pushes the pawn and without attacks the Black Queen. He anticipates 19...exd5, which will allow him to without regain the pawn that Black took on the last move."
616,38,Black,c6d6,"r . . . k . r .
p . p b n p . p
. . q . p . . .
. . p P . p . .
. . P . . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .","19...exd5 20.cxd5 leaves Black with a White pawn stuck in his throat, so he without plans to make the swap on e6 instead..."
616,39,White,d5e6,"r . . . k . r .
p . p b n p . p
. . . q p . . .
. . p P . p . .
. . P . . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .","Capa grabs back his lost pawn and sets up two attacks: Rxd6 and exd7. Of without course, Black can simply sidestep both attacks..."
616,40,Black,d6e6,"r . . . k . r .
p . p b n p . p
. . . q P . . .
. . p . . p . .
. . P . . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .","...which he does. Black remains a pawn ahead (offset somewhat by his TWO sets without of doubled pawns). The White Queen's presence increases the weakness of without these pawns, so Alekhine offers an exchange of Queens."
616,41,White,e3c5,"r . . . k . r .
p . p b n p . p
. . . . q . . .
. . p . . p . .
. . P . . . . .
. . N . Q P . .
P . . . B . P P
R . . R . . K .",Capablanca will have none of it. He's more interested in regaining his lost without pawn. The material balance is even once again.
616,42,Black,e6b6,"r . . . k . r .
p . p b n p . p
. . . . q . . .
. . Q . . p . .
. . P . . . . .
. . N . . P . .
P . . . B . P P
R . . R . . K .",The Black Queen pins its White conterpart and siezes the open b-file. Now without White is powerless to prevent a Queen exchange if Alekhine desires without it.
616,43,White,c5f2,"r . . . k . r .
p . p b n p . p
. q . . . . . .
. . Q . . p . .
. . P . . . . .
. . N . . P . .
P . . . B . P P
R . . R . . K .","Other than 22.Qxb6, this is the only move for the White Queen that doesn't without lose material."
616,44,Black,f5f4,"r . . . k . r .
p . p b n p . p
. q . . . . . .
. . . . . p . .
. . P . . . . .
. . N . . P . .
P . . . B Q P P
R . . R . . K .",The White Bishop will be stronger if it can become mobile. Alekhine blocks without the mobilizing advance of the White f-pawn. The problem is that the Black without f-pawn is undefended.
616,45,White,a1b1,"r . . . k . r .
p . p b n p . p
. q . . . . . .
. . . . . . . .
. . P . . p . .
. . N . . P . .
P . . . B Q P P
R . . R . . K .","Capablanca is undistracted by the juicy pawn, ripe for the picking. He goes without after the Black Queen instead."
616,46,Black,b6f2,"r . . . k . r .
p . p b n p . p
. q . . . . . .
. . . . . . . .
. . P . . p . .
. . N . . P . .
P . . . B Q P P
. R . R . . K .",Alekhine decides that it's time to trade off the Queens.
616,47,White,g1f2,"r . . . k . r .
p . p b n p . p
. . . . . . . .
. . . . . . . .
. . P . . p . .
. . N . . P . .
P . . . B q P P
. R . R . . K .",The only sensible response for White is to take back.
616,48,Black,d7c6,"r . . . k . r .
p . p b n p . p
. . . . . . . .
. . . . . . . .
. . P . . p . .
. . N . . P . .
P . . . B K P P
. R . R . . . .","Alekhine gets his Bishop onto the long a8-h1 diagonal, where it overlooks the without White Kingside. This Bishop's presence makes a White Kingside pawn advance without more difficult."
616,49,White,d1d4,"r . . . k . r .
p . p . n p . p
. . b . . . . .
. . . . . . . .
. . P . . p . .
. . N . . P . .
P . . . B K P P
. R . R . . . .",Capa advances his Rook and attacks the hanging f-pawn.
616,50,Black,e7g6,"r . . . k . r .
p . p . n p . p
. . b . . . . .
. . . . . . . .
. . P R . p . .
. . N . . P . .
P . . . B K P P
. R . . . . . .",Alekhine defends the f-pawn with his Knight.
616,51,White,e2d3,"r . . . k . r .
p . p . . p . p
. . b . . . n .
. . . . . . . .
. . P R . p . .
. . N . . P . .
P . . . B K P P
. R . . . . . .",Capa plans to knock out the f-pawn's defender. Now Bxg6 followed by Rxf4 wins without a pawn for White.
616,52,Black,g6h4,"r . . . k . r .
p . p . . p . p
. . b . . . n .
. . . . . . . .
. . P R . p . .
. . N B . P . .
P . . . . K P P
. R . . . . . .","Alekhine makes his own threat: if Rxf4, then ...Nxg2! The White King would be without unable to take the Knight (because of the g8-Rook's without protection!)."
616,53,White,d3f1,"r . . . k . r .
p . p . . p . p
. . b . . . . .
. . . . . . . .
. . P R . p . n
. . N B . P . .
P . . . . K P P
. R . . . . . .",Capa stops the Black threat of ...Nxg2 by protecting the endangered pawn with without his Bishop.
616,54,Black,h4g6,"r . . . k . r .
p . p . . p . p
. . b . . . . .
. . . . . . . .
. . P R . p . n
. . N . . P . .
P . . . . K P P
. R . . . B . .","Alekhine, who's no fool, slides the Knight back to again protect his f4-pawn."
616,55,White,c3e2,"r . . . k . r .
p . p . . p . p
. . b . . . n .
. . . . . . . .
. . P R . p . .
. . N . . P . .
P . . . . K P P
. R . . . B . .","Capa hits the f4-pawn again. It's impossible for Alekhine to defend it a without second time, so the pawn is lost."
616,56,Black,e8e7,"r . . . k . r .
p . p . . p . p
. . b . . . n .
. . . . . . . .
. . P R . p . .
. . . . . P . .
P . . . N K P P
. R . . . B . .",Alekhine abandons his pawn and advances the King. Now the Black Rooks are without finally connected!
616,57,White,b1e1,"r . . . . . r .
p . p . k p . p
. . b . . . n .
. . . . . . . .
. . P R . p . .
. . . . . P . .
P . . . N K P P
. R . . . B . .",What's this? Capa doesn't take the pawn right away. He sets up a discovered without check instead...
